"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Sex","Age group","Offence group","Police Force Area","Value","Value_type","Denominator (Prosecutions at Magistrates Court)","Numerator (Convictions and Magistrates Court and Crown Court)"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","Staffordshire","78.4","","4890","3834"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","Suffolk","85","","2873","2442"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","Surrey","81","","2952","2391"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","Sussex","80.3","","5197","4172"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","Thames Valley","77","","7769","5986"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","Warwickshire","83.1","","1773","1474"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","West Mercia","85.9","","4422","3798"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","West Midlands","80.8","","11079","8955"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","West Yorkshire","84.4","","10729","9058"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","All","Wiltshire","78.6","","2252","1771"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Avon and Somerset","76.3","","114","87"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Bedfordshire","92","","288","265"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Cambridgeshire","76.9","","130","100"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Cheshire","60.6","","66","40"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Cleveland","75.2","","113","85"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Cumbria","100","","13","13"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Derbyshire","70.4","","216","152"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Devon and Cornwall","79.3","","29","23"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Dorset","74.1","","27","20"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Durham","75","","44","33"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Dyfed-Powys","96.2","","26","25"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Essex","100","","89","89"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Gloucestershire","87.5","","32","28"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Greater Manchester","75.3","","1099","828"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Gwent","87.2","","78","68"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Hampshire","94.7","","114","108"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Hertfordshire","76.4","","237","181"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Humberside","93.2","","59","55"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Kent","70.9","","179","127"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Lancashire","73.5","","566","416"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Leicestershire","83.7","","326","273"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Lincolnshire","55.6","","27","15"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Merseyside","81.5","","65","53"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Metropolitan Police","80.2","","5384","4316"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Norfolk","83.7","","43","36"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","North Wales","100","","19","19"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","North Yorkshire","69","","42","29"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Northamptonshire","71.4","","91","65"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Northumbria","57.5","","261","150"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Nottinghamshire","62.8","","328","206"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","South Wales","85.6","","181","155"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","South Yorkshire","72","","175","126"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Staffordshire","71.8","","234","168"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Suffolk","75.9","","29","22"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Surrey","74.5","","137","102"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Sussex","72.7","","110","80"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Thames Valley","74.3","","732","544"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Warwickshire","57.1","","91","52"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","West Mercia","85.4","","130","111"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","West Midlands","79.7","","2088","1664"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","West Yorkshire","73.8","","1355","1000"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","All","Wiltshire","72.5","","51","37"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Avon and Somerset","80.8","","447","361"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Bedfordshire","88.6","","299","265"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Cambridgeshire","93.1","","144","134"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Cheshire","72.5","","91","66"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Cleveland","82.3","","79","65"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Cumbria","75","","12","9"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Derbyshire","70.6","","109","77"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Devon and Cornwall","95.4","","87","83"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Dorset","85.2","","108","92"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Durham","100","","5","5"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Dyfed-Powys","81.8","","22","18"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Essex","94.9","","274","260"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Gloucestershire","81.1","","132","107"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Greater Manchester","78.6","","809","636"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Gwent","77.6","","58","45"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Hampshire","81.9","","304","249"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Hertfordshire","79.2","","414","328"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Humberside","95.6","","45","43"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Kent","74.8","","401","300"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Lancashire","82.5","","80","66"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Leicestershire","77.4","","318","246"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Lincolnshire","71.7","","53","38"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Merseyside","72.9","","229","167"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Metropolitan Police","79.6","","14341","11420"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Norfolk","79.9","","139","111"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","North Wales","80","","15","12"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","North Yorkshire","69.4","","36","25"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Northamptonshire","84.1","","246","207"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Northumbria","67.4","","135","91"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Nottinghamshire","76.1","","561","427"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","South Wales","87.4","","238","208"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","South Yorkshire","74.9","","167","125"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Staffordshire","78.6","","140","110"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Suffolk","92.7","","124","115"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Surrey","80.4","","245","197"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Sussex","76.9","","321","247"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Thames Valley","77.6","","774","601"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Warwickshire","70.8","","96","68"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","West Mercia","76","","154","117"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","West Midlands","78.1","","2119","1655"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","West Yorkshire","78.5","","488","383"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2015","Year","All","All","All","Wiltshire","84.3","","134","113"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Avon and Somerset","79.3","","179","142"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Bedfordshire","71.3","","136","97"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Cambridgeshire","76.1","","88","67"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Cheshire","90.2","","51","46"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Cleveland","100","","34","34"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Cumbria","78.6","","14","11"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Derbyshire","78.3","","83","65"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Devon and Cornwall","67.2","","67","45"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Dorset","68.8","","32","22"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Durham","72.7","","22","16"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Dyfed-Powys","77.8","","9","7"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Essex","94.8","","116","110"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Gloucestershire","79","","62","49"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Greater Manchester","75.2","","521","392"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Gwent","86.4","","44","38"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Hampshire","78.1","","155","121"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Hertfordshire","74.5","","204","152"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Humberside","88.4","","43","38"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Kent","63.7","","146","93"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Lancashire","76.3","","131","100"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Leicestershire","92.6","","94","87"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Lincolnshire","78.9","","19","15"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Merseyside","75","","172","129"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Metropolitan Police","77","","3244","2499"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Norfolk","65.2","","69","45"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","North Wales","","","4","6"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","North Yorkshire","97.1","","35","34"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Northamptonshire","82.5","","114","94"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Northumbria","63.4","","71","45"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Nottinghamshire","69.5","","383","266"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","South Wales","77.2","","167","129"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","South Yorkshire","","","4","1"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Staffordshire","80.6","","144","116"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Suffolk","83.6","","61","51"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Surrey","79.6","","93","74"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Sussex","79.5","","151","120"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Thames Valley","74.4","","536","399"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Warwickshire","98.4","","62","61"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","West Mercia","85.3","","68","58"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","West Midlands","77.5","","1108","859"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","West Yorkshire","84.9","","372","316"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2015","Year","All","All","All","Wiltshire","80.7","","88","71"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Avon and Somerset","191.3","","23","44"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Bedfordshire","75.9","","29","22"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Cambridgeshire","96.7","","30","29"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Cheshire","65.8","","38","25"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Cleveland","71.4","","28","20"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Cumbria","54.5","","11","6"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Derbyshire","81.8","","77","63"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Devon and Cornwall","207.7","","13","27"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Dorset","80","","10","8"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Durham","","","5","4"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Dyfed-Powys","150","","6","9"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Essex","103.2","","31","32"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Gloucestershire","114.3","","14","16"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Greater Manchester","78.8","","222","175"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Gwent","75","","16","12"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Hampshire","68.3","","41","28"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Hertfordshire","68.3","","60","41"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Humberside","66.7","","18","12"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Kent","75.2","","149","112"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Lancashire","100","","11","11"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Leicestershire","115","","20","23"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Lincolnshire","71.4","","21","15"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Merseyside","79.1","","91","72"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Metropolitan Police","85.7","","1584","1357"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Norfolk","76.2","","21","16"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","North Wales","100","","10","10"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","North Yorkshire","157.9","","19","30"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Northamptonshire","92.3","","13","12"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Northumbria","65.2","","23","15"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Nottinghamshire","84.1","","69","58"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","South Wales","83.1","","65","54"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","South Yorkshire","","","4","3"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Staffordshire","115.4","","39","45"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Suffolk","80","","15","12"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Surrey","75","","24","18"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Sussex","78.9","","57","45"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Thames Valley","72.9","","85","62"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Warwickshire","40","","15","6"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","West Mercia","216.7","","12","26"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","West Midlands","75.5","","269","203"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","West Yorkshire","84","","94","79"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2015","Year","All","All","All","Wiltshire","76.9","","13","10"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Avon and Somerset","85.4","","5142","4390"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Bedfordshire","82.9","","1750","1450"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Cambridgeshire","89.8","","1976","1775"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Cheshire","85.3","","5227","4457"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Cleveland","87.8","","4790","4206"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Cumbria","92.1","","2492","2295"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Derbyshire","79.1","","4841","3831"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Devon and Cornwall","89.6","","4458","3995"
