,lats,longs,text,size,color
15691,53.233520,-0.485911,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
15692,52.412361,0.743123,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15693,52.629535,1.365532,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
15694,52.578893,1.717519,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
15695,52.604207,0.395623,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15696,52.838079,1.437091,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15697,52.637465,1.306904,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 18-24<br>Gender: Male,12,31
15698,52.637465,1.306904,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 18-24<br>Gender: Male,12,31
15699,52.496098,-0.678029,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
15700,52.255609,-1.160770,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
15701,52.289129,-0.599717,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: 25-34<br>Gender: Male,8,21
15702,52.400987,-0.725528,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
15703,52.237773,-0.888839,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
15704,52.071798,-1.275262,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15705,52.304416,-0.698221,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
15706,53.901912,-1.991243,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15707,54.337826,-1.431857,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15708,54.001936,-1.443579,Reason: None<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
15709,54.404928,-1.735615,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
15710,54.246239,-0.778342,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15711,54.232302,-0.421895,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15712,53.699211,-1.142087,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
15713,52.073600,-1.341780,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15714,51.753700,-1.270310,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Any other ethnic group<br>Age: 25-34<br>Gender: Male,8,11
15715,51.608695,-1.242700,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 18-24<br>Gender: Male,12,31
15716,51.670140,-1.298881,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15717,51.782887,-1.472047,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15718,51.140429,-2.642223,Reason: Firearms<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
15719,51.233779,-2.998336,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
15720,50.949463,-2.614846,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15721,51.019719,-3.106877,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: over 34<br>Gender: Male,4,31
15722,51.203506,-3.477966,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
15723,52.754600,-1.936850,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15724,52.796846,-1.640665,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
15725,52.694214,-1.838014,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 18-24<br>Gender: Male,12,41
15726,53.043517,-2.252283,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
15727,52.666454,-2.020141,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15728,52.789372,-2.077970,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15729,53.116511,-2.175886,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
15730,52.637500,-1.686970,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15731,52.039809,0.728135,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15732,52.245930,0.402568,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15733,52.061503,1.143325,Reason: Offensive weapons<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
15734,52.194637,1.010362,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15735,52.240283,0.695565,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15736,52.024650,1.266371,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15737,52.516514,1.723539,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 10-17<br>Gender: Female,16,1
15738,51.407815,-0.352953,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15739,51.334673,-0.267762,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
15740,51.256345,-0.545090,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15741,51.239334,-0.273982,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15742,51.294456,-0.235756,Reason: Anything to threaten or harm anyone<br>Ethnicity: Other ethnic group - Arab<br>Age: 18-24<br>Gender: Male,12,11
15743,51.370229,-0.489980,Reason: Anything to threaten or harm anyone<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
15744,51.461945,-0.490972,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 25-34<br>Gender: Male,8,41
15745,51.332251,-0.769532,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15746,51.299016,-0.072639,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15747,51.186988,-0.617992,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15748,51.320758,-0.529248,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15749,52.639577,-1.636309,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
15750,52.497264,-1.478959,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15751,52.389076,-1.255400,Reason: Article for use in theft<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
15752,52.273695,-1.889085,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15753,52.381991,-1.565396,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: None,8,1
15754,50.831240,-0.234377,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15755,50.812769,-0.613209,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15756,50.841547,-0.758549,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15757,51.115563,-0.189957,Reason: None<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 25-34<br>Gender: Male,8,31
15758,51.062456,-0.327949,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15759,51.135998,-0.029863,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15760,50.812125,-0.360367,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15761,52.378419,-2.047214,Reason: Article for use in theft<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
15762,52.195736,-2.261261,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15763,52.305745,-1.937023,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15764,52.190795,-2.219790,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
15765,52.094700,-1.946106,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15766,52.390600,-2.265012,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15767,51.707660,-0.362624,Reason: Controlled drugs<br>Ethnicity: White - Irish<br>Age: 25-34<br>Gender: Male,8,1
15768,51.763897,-0.215559,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
15769,51.795887,-0.079036,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
15770,51.901820,-0.205869,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
15771,53.477512,-2.226586,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
15772,53.557487,-2.203827,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15773,53.376584,-2.169682,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15774,53.478950,-2.589682,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15775,53.420973,-2.846718,Reason: None<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
15776,53.419114,-2.888557,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15777,53.433835,-2.776846,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15778,53.645046,-3.011749,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
15779,53.437545,-3.045665,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15780,53.572187,-1.469228,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
15781,53.522000,-1.139610,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15782,53.383992,-1.468894,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15783,54.969158,-1.612462,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
15784,55.008216,-1.524808,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15785,54.951631,-1.358752,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: over 34<br>Gender: Male,4,31
15786,54.906817,-1.386805,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
15787,52.473214,-1.795411,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: None,12,1
15788,52.408362,-1.517316,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
15789,52.448315,-2.051012,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: None,12,1
15790,52.541313,-2.058566,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
15791,52.453142,-1.733347,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: None<br>Gender: None,12,1
15792,52.588117,-1.974761,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: None,8,1
15793,52.585960,-2.123303,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
15794,53.790017,-1.760546,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 25-34<br>Gender: Male,8,41
15795,53.722593,-1.776508,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
15796,53.645638,-1.782466,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15797,53.808859,-1.516555,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
15798,53.687230,-1.498673,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 18-24<br>Gender: Male,12,41
15799,54.951506,-1.568929,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
15800,51.517871,-0.107375,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Female,4,1
15801,51.553027,0.139408,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
15802,51.559487,-0.196897,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
15803,51.502052,0.138143,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15804,51.528782,-0.216621,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Female,8,11
15805,51.399794,0.094295,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15806,51.516120,-0.129961,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15807,51.398009,-0.090778,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 18-24<br>Gender: Male,12,31
15808,51.548398,-0.353434,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15809,51.680482,-0.048643,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Female,12,11
15810,51.481480,-0.025652,Reason: Anything to threaten or harm anyone<br>Ethnicity: Mixed/Multiple ethnic groups - White and Black African<br>Age: 18-24<br>Gender: Male,12,21
15811,51.541662,-0.076176,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
15812,51.516523,-0.236658,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: Male,12,11
15813,51.586971,-0.065544,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
15814,51.613302,-0.331617,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
15815,51.611353,0.219828,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15816,51.471717,-0.490059,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
15817,51.475069,-0.395804,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15818,51.531286,-0.120675,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
15819,51.486829,-0.173175,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 25-34<br>Gender: Male,8,31
15820,51.389590,-0.294104,Reason: Evidence of offences under the Act<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
15821,51.436539,-0.103243,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15822,51.477871,-0.039979,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 18-24<br>Gender: Male,12,31
15823,51.399101,-0.187268,Reason: Evidence of offences under the Act<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15824,51.551105,0.004305,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
15825,51.561454,0.076278,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
15826,51.427877,-0.330079,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15827,51.493160,-0.100706,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
15828,51.350438,-0.148505,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
15829,51.530362,-0.037321,Reason: Offensive weapons<br>Ethnicity: Asian/Asian British - Bangladeshi<br>Age: 10-17<br>Gender: Male,16,41
15830,51.554181,-0.007316,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: 25-34<br>Gender: Male,8,21
15831,51.476771,-0.139102,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
15832,51.513904,-0.130801,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
15833,53.283205,-4.561774,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
15834,53.232722,-4.130166,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15835,53.315917,-3.822854,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15836,53.313700,-3.497107,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15837,53.184081,-3.094438,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15838,53.010609,-3.058922,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15839,52.415680,-3.765376,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15840,51.742668,-4.795816,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
15841,51.815924,-4.506647,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15842,51.617489,-3.944932,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15843,51.752950,-3.799359,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15844,51.532832,-3.562601,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15845,51.405665,-3.269318,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15846,51.476028,-3.177099,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Bangladeshi<br>Age: 25-34<br>Gender: Male,8,41
15847,51.605900,-3.092690,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15848,51.683857,-3.137640,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15849,51.631931,-3.001334,Reason: None<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
15850,51.821953,-3.024709,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15851,51.589345,-2.998272,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15852,52.508743,-3.332341,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15853,51.750765,-3.386912,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
15854,54.663629,-1.219549,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Female,4,1
15855,54.575607,-1.228889,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15856,54.598801,-1.079313,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
15857,54.565251,-1.314966,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15858,54.526807,-1.556401,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
15859,53.334876,-2.797347,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15860,53.333585,-2.569294,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15861,53.696356,-2.468829,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15862,53.822000,-3.049280,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
15863,53.744657,-0.346054,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15864,53.744657,-0.346054,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15865,53.563598,-0.084787,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15866,53.576236,-0.656175,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15867,53.958474,-1.089330,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
15868,52.916100,-1.463310,Reason: Article for use in theft<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 10-17<br>Gender: Male,16,41
15869,52.631569,-1.124283,Reason: Controlled drugs<br>Ethnicity: None<br>Age: 25-34<br>Gender: None,8,21
15870,52.947319,-1.142698,Reason: Controlled drugs<br>Ethnicity: None<br>Age: 18-24<br>Gender: Male,12,21
15871,52.138044,-2.965919,Reason: Firearms<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15872,52.713670,-2.432669,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
15873,53.025418,-2.174396,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
